UID	TIME	A	B	C	D	E	F
double	double	double	double	double	double	double	double
135	104	46.625000	0.274314	1.689594	-0.411104	0.024513	0.013572
135	105	46.500000	0.274314	1.741670	-0.416232	0.025573	0.013516
135	106	47.125000	0.274314	1.474651	-0.394230	0.037240	0.013536
135	107	46.250000	0.274314	1.835211	-0.453450	0.022845	0.012783
135	108	47.125000	0.274314	1.453810	-0.407778	0.036120	0.013147
135	109	48.125000	0.274314	1.059662	-0.343636	0.041059	0.012942
135	110	48.375000	0.274314	0.958129	-0.329944	0.049101	0.012628
135	111	48.375000	0.274314	0.935908	-0.330070	0.054753	0.012355
135	112	48.750000	0.274314	0.798636	-0.301522	0.053671	0.011863
135	113	47.875000	0.274314	1.063677	-0.374970	0.047060	0.012029
135	114	48.375000	0.274314	0.864523	-0.332326	0.057719	0.011517
135	115	48.250000	0.274314	0.887893	-0.346670	0.050474	0.011372
135	116	47.625000	0.274314	1.105772	-0.404266	0.058158	0.011272
135	117	48.875000	0.274314	0.648875	-0.288502	0.056928	0.010321
135	118	48.750000	0.274314	0.658034	-0.298672	0.064151	0.010133
135	119	48.625000	0.274314	0.661788	-0.308112	0.065082	0.009848
135	120	50.000000	0.274314	0.307674	-0.172256	0.051944	0.007304
136	1	44.875000	0.135222	1.225426	-0.316610	0.026401	0.016594
136	2	44.875000	0.135222	1.227510	-0.317526	0.024879	0.016589
136	3	44.625000	0.135222	1.310321	-0.326710	0.018521	0.017005
136	4	45.375000	0.135222	1.077616	-0.297976	0.021507	0.015759
136	5	45.500000	0.135222	1.042259	-0.293068	0.034492	0.015534
136	6	45.500000	0.135222	1.043890	-0.293886	0.033897	0.015520
136	7	45.875000	0.135222	0.938105	-0.278370	0.029133	0.014844
136	8	45.750000	0.135222	0.974692	-0.285040	0.027434	0.015034
136	9	45.000000	0.135222	1.202399	-0.318362	0.026816	0.016308
136	10	45.625000	0.135222	1.013768	-0.291760	0.022585	0.015282
136	11	45.625000	0.135222	1.015340	-0.292662	0.024702	0.015267
136	12	45.625000	0.135222	1.016927	-0.293596	0.026136	0.015247
136	13	45.125000	0.135222	1.171031	-0.316666	0.029408	0.016045
136	14	45.750000	0.135222	0.983587	-0.290544	0.022855	0.014949
136	15	46.125000	0.135222	0.878800	-0.273920	0.035078	0.014238
136	16	45.500000	0.135222	1.060915	-0.301728	0.021586	0.015411
136	17	45.500000	0.135222	1.062648	-0.302464	0.022486	0.015402
136	18	45.250000	0.135222	1.141716	-0.315994	0.032276	0.015775
136	19	44.875000	0.135222	1.265255	-0.331266	0.022387	0.016434
136	20	44.875000	0.135222	1.267645	-0.332158	0.019861	0.016430
136	21	44.125000	0.135222	1.528952	-0.356710	0.015033	0.017851
136	22	44.375000	0.135222	1.443384	-0.350788	0.017527	0.017372
136	23	44.375000	0.135222	1.446229	-0.351436	0.017313	0.017379
136	24	44.625000	0.135222	1.362044	-0.343028	0.029726	0.016938
136	25	44.375000	0.135222	1.451986	-0.352604	0.015885	0.017368
136	26	44.000000	0.135222	1.589197	-0.363786	0.016870	0.018098
136	27	43.375000	0.135222	1.826600	-0.385718	0.017679	0.019036
136	28	43.250000	0.135222	1.878749	-0.390368	0.021045	0.019174
136	29	43.500000	0.135222	1.785707	-0.382902	0.020254	0.018865
136	30	43.125000	0.135222	1.935256	-0.393706	0.012710	0.019456
136	31	43.375000	0.135222	1.841143	-0.388350	0.021471	0.019057
136	32	43.375000	0.135222	1.844848	-0.388788	0.020648	0.019053
136	33	43.375000	0.135222	1.848572	-0.389152	0.018161	0.019060
136	34	43.375000	0.135222	1.852315	-0.389460	0.014514	0.019096
136	35	43.750000	0.135222	1.711744	-0.378276	0.029877	0.018521
136	36	44.000000	0.135222	1.621897	-0.369084	0.013846	0.018238
136	37	44.250000	0.135222	1.533550	-0.364056	0.021101	0.017652
136	38	44.125000	0.135222	1.582665	-0.367122	0.005118	0.018005
136	39	43.875000	0.135222	1.678729	-0.376160	0.028839	0.018419
136	40	43.875000	0.135222	1.682296	-0.376976	0.030196	0.018408
136	41	43.750000	0.135222	1.733509	-0.382690	0.019150	0.018582
136	42	43.250000	0.135222	1.931442	-0.394202	0.017217	0.019483
136	43	43.125000	0.135222	1.984812	-0.397438	0.012684	0.019769
136	44	42.875000	0.135222	2.088706	-0.402892	0.017574	0.020226
136	45	43.125000	0.135222	1.992666	-0.397760	0.011088	0.019825
136	46	43.250000	0.135222	1.947008	-0.395940	0.010221	0.019604
136	47	42.750000	0.135222	2.151632	-0.409466	0.024204	0.020322
136	48	42.750000	0.135222	2.155826	-0.409758	0.019699	0.020354
136	49	42.125000	0.135222	2.421177	-0.426450	0.019316	0.021064
136	50	42.250000	0.135222	2.372355	-0.422852	0.017279	0.021028
136	51	41.875000	0.135222	2.537434	-0.435270	0.020596	0.021205
136	52	42.500000	0.135222	2.275955	-0.416458	0.014452	0.020846
136	53	42.500000	0.135222	2.280199	-0.416316	0.012079	0.020905
136	54	42.250000	0.135222	2.389315	-0.423662	0.019838	0.021125
136	55	42.750000	0.135222	2.185351	-0.410080	0.015589	0.020675
136	56	43.125000	0.135222	2.037533	-0.401794	0.008713	0.020099
136	57	43.375000	0.135222	1.941922	-0.395966	0.020441	0.019729
136	58	43.125000	0.135222	2.046070	-0.401628	0.004325	0.020242
136	59	42.875000	0.135222	2.151299	-0.406388	0.009432	0.020724
136	60	43.250000	0.135222	2.004595	-0.399494	0.010107	0.020051
136	61	43.250000	0.135222	2.008938	-0.399326	0.008417	0.020118
136	62	43.125000	0.135222	2.063241	-0.400310	0.007528	0.020468
136	63	43.000000	0.135222	2.117576	-0.401916	0.012014	0.020793
136	64	42.875000	0.135222	2.172168	-0.405722	0.021675	0.020959
136	65	42.750000	0.135222	2.227357	-0.410238	0.020866	0.021051
136	66	43.375000	0.135222	1.981304	-0.394336	0.001370	0.020240
136	67	44.500000	0.135222	1.551280	-0.376974	0.008824	0.017728
136	68	44.125000	0.135222	1.698678	-0.383620	0.002085	0.018653
136	69	44.125000	0.135222	1.703349	-0.383410	0.002834	0.018756
136	70	43.750000	0.135222	1.852509	-0.386786	0.005781	0.019740
136	71	43.750000	0.135222	1.857055	-0.385310	0.004427	0.019876
136	72	44.000000	0.135222	1.765733	-0.383128	0.001902	0.019278
136	73	44.125000	0.135222	1.722708	-0.382284	-0.000057	0.019022
136	74	44.375000	0.135222	1.632191	-0.381538	-0.001150	0.018343
136	75	44.375000	0.135222	1.637164	-0.381418	-0.003086	0.018400
136	76	44.875000	0.135222	1.451060	-0.381464	0.001643	0.016840
136	77	44.375000	0.135222	1.646849	-0.381114	-0.003349	0.018561
136	78	44.750000	0.135222	1.507995	-0.382028	0.007424	0.017354
136	79	44.875000	0.135222	1.461915	-0.382752	0.004011	0.016944
136	80	44.750000	0.135222	1.510139	-0.383296	0.001865	0.017334
136	81	44.125000	0.135222	1.749547	-0.381964	-0.001910	0.019409
136	82	44.250000	0.135222	1.702142	-0.382292	-0.000215	0.019040
136	83	44.000000	0.135222	1.798048	-0.381532	-0.004893	0.019828
136	84	44.375000	0.135222	1.655082	-0.382468	-0.000851	0.018656
136	85	44.500000	0.135222	1.607624	-0.382718	-0.001284	0.018231
136	86	44.625000	0.135222	1.560107	-0.383402	-0.005283	0.017816
136	87	44.750000	0.135222	1.512456	-0.383886	0.001879	0.017361
136	88	45.125000	0.135222	1.369195	-0.381538	0.002553	0.016165
136	89	45.125000	0.135222	1.369495	-0.381622	0.002593	0.016168
136	90	44.750000	0.135222	1.513450	-0.384138	0.001905	0.017372
136	91	45.000000	0.135222	1.417841	-0.382666	0.006180	0.016604
136	92	45.250000	0.135222	1.322685	-0.380558	0.011274	0.015792
136	93	45.375000	0.135222	1.275535	-0.378944	0.005278	0.015408
136	94	45.000000	0.135222	1.418774	-0.382918	0.006176	0.016615
136	95	44.875000	0.135222	1.467046	-0.384098	0.004034	0.017004
136	96	44.875000	0.135222	1.467368	-0.384180	0.004034	0.017007
136	97	44.750000	0.135222	1.515772	-0.384726	0.001920	0.017399
136	98	45.000000	0.135222	1.420017	-0.383252	0.006168	0.016630
136	99	44.750000	0.135222	1.516437	-0.384894	0.001904	0.017406
136	100	44.875000	0.135222	1.468654	-0.384516	0.004076	0.017022
136	101	44.625000	0.135222	1.565242	-0.384664	-0.005297	0.017874
136	102	44.625000	0.135222	1.565585	-0.384752	-0.005301	0.017878
136	103	44.875000	0.135222	1.469620	-0.384770	0.004037	0.017033
136	104	44.875000	0.135222	1.469941	-0.384854	0.004102	0.017037
136	105	45.250000	0.135222	1.326457	-0.381644	0.011305	0.015837
136	106	45.375000	0.135222	1.288685	-0.380908	-0.009510	0.015555
136	107	45.500000	0.135222	1.247797	-0.378712	0.011952	0.015258
136	108	45.250000	0.135222	1.350990	-0.383420	0.001666	0.016129
136	109	45.125000	0.135222	1.407326	-0.383554	-0.005223	0.016685
136	110	45.000000	0.135222	1.460350	-0.379240	-0.004119	0.017335
136	111	45.000000	0.135222	1.467422	-0.378898	-0.008760	0.017433
136	112	44.875000	0.135222	1.521278	-0.375690	-0.002116	0.018063
136	113	44.625000	0.135222	1.621004	-0.374280	-0.001345	0.019044
136	114	44.750000	0.135222	1.582571	-0.372184	-0.013117	0.018828
136	115	44.625000	0.135222	1.636853	-0.368320	-0.002370	0.019450
136	116	45.000000	0.135222	1.507566	-0.370486	-0.005043	0.018279
136	117	45.000000	0.135222	1.515602	-0.369346	-0.010351	0.018469
136	118	44.875000	0.135222	1.568220	-0.364006	0.000123	0.019143
136	119	45.125000	0.135222	1.486670	-0.363650	-0.010599	0.018463
136	120	44.875000	0.135222	1.584527	-0.355874	-0.009362	0.019662
137	1	45.250000	0.189412	1.674779	-0.333188	0.036817	0.017234
137	2	45.125000	0.189412	1.718029	-0.340308	0.022977	0.017205
137	3	44.875000	0.189412	1.805331	-0.348114	0.020010	0.017248
137	4	44.625000	0.189412	1.894752	-0.355922	0.024199	0.017289
137	5	44.750000	0.189412	1.852069	-0.352994	0.010408	0.017220
137	6	45.625000	0.189412	1.555557	-0.324356	0.028620	0.016931
137	7	45.250000	0.189412	1.680942	-0.340064	0.025375	0.017017
137	8	45.875000	0.189412	1.476509	-0.316252	0.022372	0.016767
137	9	46.250000	0.189412	1.360741	-0.302024	0.027943	0.016528
137	10	46.250000	0.189412	1.360715	-0.302912	0.027677	0.016490
137	11	46.250000	0.189412	1.360685	-0.303858	0.027385	0.016451
137	12	45.250000	0.189412	1.686295	-0.345014	0.022050	0.016839
137	13	45.375000	0.189412	1.644408	-0.341832	0.021359	0.016748
137	14	45.250000	0.189412	1.688509	-0.347148	0.020485	0.016770
137	15	45.250000	0.189412	1.689616	-0.348194	0.021930	0.016727
137	16	45.125000	0.189412	1.734668	-0.353088	0.016527	0.016726
137	17	45.500000	0.189412	1.605298	-0.342204	0.023919	0.016529
137	18	45.000000	0.189412	1.781748	-0.359400	0.026074	0.016668
137	19	45.125000	0.189412	1.738383	-0.356074	0.021025	0.016618
137	20	45.250000	0.189412	1.695282	-0.352918	0.019163	0.016537
137	21	45.750000	0.189412	1.523239	-0.336878	0.026901	0.016293
137	22	46.125000	0.189412	1.399986	-0.321738	0.032616	0.016072
137	23	45.125000	0.189412	1.743547	-0.361582	0.029349	0.016427
137	24	45.625000	0.189412	1.567909	-0.346002	0.027810	0.016186
137	25	46.000000	0.189412	1.441411	-0.331288	0.025223	0.016010
137	26	46.000000	0.189412	1.441693	-0.332604	0.026093	0.015965
137	27	46.625000	0.189412	1.242470	-0.306416	0.026791	0.015516
137	28	46.125000	0.189412	1.400692	-0.328856	0.035172	0.015803
137	29	46.125000	0.189412	1.400826	-0.330190	0.034132	0.015764
137	30	46.375000	0.189412	1.319670	-0.319668	0.024979	0.015568
137	31	46.625000	0.189412	1.240505	-0.311246	0.019440	0.015332
137	32	46.000000	0.189412	1.443473	-0.340598	0.026245	0.015671
137	33	46.000000	0.189412	1.443790	-0.341994	0.026413	0.015612
137	34	46.500000	0.189412	1.278482	-0.319260	0.029336	0.015287
137	35	46.875000	0.189412	1.160583	-0.305026	0.033280	0.014949
137	36	46.875000	0.189412	1.159708	-0.306254	0.034204	0.014895
137	37	47.500000	0.189412	0.976424	-0.275594	0.024869	0.014266
137	38	48.000000	0.189412	0.842034	-0.252020	0.042540	0.013637
137	39	48.625000	0.189412	0.692639	-0.219438	0.035910	0.012748
137	40	48.125000	0.189412	0.806450	-0.245898	0.037241	0.013347
137	41	48.750000	0.189412	0.660135	-0.213978	0.040607	0.012454
137	42	49.250000	0.189412	0.556769	-0.189152	0.030040	0.011604
137	43	48.750000	0.189412	0.654510	-0.215414	0.037738	0.012347
137	44	48.750000	0.189412	0.651644	-0.216034	0.035394	0.012300
137	45	48.750000	0.189412	0.648709	-0.216764	0.035600	0.012236
137	46	49.250000	0.189412	0.544036	-0.189478	0.032583	0.011365
137	47	49.375000	0.189412	0.517429	-0.183590	0.027848	0.011077
137	48	49.000000	0.189412	0.586590	-0.204518	0.038440	0.011624
137	49	48.125000	0.189412	0.784236	-0.253716	0.036024	0.012848
137	50	47.875000	0.189412	0.847018	-0.269922	0.043120	0.013093
137	51	48.500000	0.189412	0.686888	-0.234686	0.036952	0.012203
137	52	49.000000	0.189412	0.572991	-0.207178	0.039767	0.011400
137	53	49.375000	0.189412	0.496033	-0.185604	0.027921	0.010665
137	54	49.625000	0.189412	0.447212	-0.173262	0.038752	0.010160
137	55	49.750000	0.189412	0.422188	-0.166200	0.033255	0.009854
137	56	49.000000	0.189412	0.558290	-0.208844	0.042952	0.011086
137	57	48.875000	0.189412	0.581141	-0.217362	0.039917	0.011236
137	58	48.875000	0.189412	0.577283	-0.217564	0.042447	0.011163
137	59	48.000000	0.189412	0.788384	-0.273680	0.041881	0.012355
137	60	48.000000	0.189412	0.785203	-0.274752	0.041166	0.012275
137	61	48.375000	0.189412	0.683257	-0.250358	0.040671	0.011661
137	62	49.500000	0.189412	0.436563	-0.181642	0.030409	0.009770
137	63	49.250000	0.189412	0.479263	-0.196208	0.039343	0.010119
137	64	49.125000	0.189412	0.499921	-0.204262	0.036679	0.010246
137	65	50.000000	0.189412	0.337664	-0.154118	0.038575	0.008571
137	66	49.750000	0.189412	0.373305	-0.170250	0.036753	0.009020
137	67	50.125000	0.189412	0.308879	-0.147558	0.032258	0.008162
137	68	49.625000	0.189412	0.384804	-0.177598	0.036224	0.009042
137	69	49.875000	0.189412	0.337043	-0.162250	0.033079	0.008480
137	70	51.000000	0.189412	0.185149	-0.100106	0.023776	0.006119
137	71	50.875000	0.189412	0.192947	-0.104154	0.030032	0.006222
137	72	51.125000	0.189412	0.163671	-0.090916	0.023672	0.005600
137	73	50.625000	0.189412	0.209633	-0.115780	0.037816	0.006513
137	74	51.125000	0.189412	0.154231	-0.087932	0.023768	0.005334
137	75	51.125000	0.189412	0.149352	-0.086834	0.023392	0.005216
137	76	51.625000	0.189412	0.106819	-0.065224	0.024160	0.004198
137	77	52.000000	0.189412	0.080771	-0.051440	0.019760	0.003482
137	78	52.500000	0.189412	0.055236	-0.035736	0.010024	0.002568
137	79	52.500000	0.189412	0.052903	-0.034586	0.010392	0.002494
137	80	51.750000	0.189412	0.086572	-0.057066	0.024720	0.003631
137	81	51.875000	0.189412	0.079766	-0.052538	0.021208	0.003406
137	82	52.125000	0.189412	0.067640	-0.044838	0.018416	0.003026
137	83	52.500000	0.189412	0.052949	-0.034620	0.010400	0.002496
137	84	51.750000	0.189412	0.086649	-0.057116	0.024736	0.003634
137	85	51.625000	0.189412	0.094118	-0.061688	0.020344	0.003858
137	86	51.375000	0.189412	0.110736	-0.072198	0.031816	0.004330
137	87	51.625000	0.189412	0.094159	-0.061716	0.020368	0.003859
137	88	51.125000	0.189412	0.130460	-0.085164	0.031448	0.004865
137	89	51.625000	0.189412	0.094200	-0.061744	0.020408	0.003861
137	90	52.250000	0.189412	0.062372	-0.041070	0.019792	0.002851
137	91	52.250000	0.189412	0.062385	-0.041078	0.019808	0.002852
137	92	52.500000	0.189412	0.053054	-0.034686	0.010432	0.002500
137	93	53.000000	0.189412	0.037827	-0.026722	0.007928	0.002038
137	94	53.000000	0.189412	0.037835	-0.026726	0.007968	0.002038
137	95	52.750000	0.189412	0.044951	-0.030352	0.010712	0.002255
137	96	52.625000	0.189412	0.048888	-0.032560	0.011096	0.002389
137	97	53.000000	0.189412	0.037860	-0.026742	0.007968	0.002040
137	98	53.500000	0.189412	0.026361	-0.019612	0.007264	0.001586
137	99	53.500000	0.189412	0.026367	-0.019614	0.007272	0.001587
137	100	53.375000	0.189412	0.028918	-0.021158	0.008232	0.001684
137	101	52.625000	0.189412	0.048942	-0.032594	0.011104	0.002392
137	102	52.500000	0.189412	0.053171	-0.034762	0.010456	0.002505
137	103	52.625000	0.189412	0.048964	-0.032610	0.011104	0.002393
137	104	51.875000	0.189412	0.080169	-0.052806	0.021288	0.003423
137	105	51.750000	0.189412	0.087048	-0.057380	0.024872	0.003651
137	106	52.625000	0.189412	0.046439	-0.033108	0.012944	0.002369
137	107	53.625000	0.189412	0.020190	-0.016176	0.003536	0.001293
137	108	54.375000	0.189412	0.009535	-0.008420	0.002864	0.000731
137	109	53.500000	0.189412	0.016965	-0.014800	0.005448	0.001137
137	110	53.500000	0.189412	0.014786	-0.013952	0.005664	0.001055
137	111	54.250000	0.189412	0.005600	-0.006026	0.003696	0.000492
137	112	55.000000	0.189412	0.001985	-0.002346	0.001352	0.000211
137	113	55.125000	0.189412	0.001150	-0.001664	0.001744	0.000148
137	114	55.375000	0.189412	0.000760	-0.001256	0.001048	0.000114
137	115	55.500000	0.189412	0.000467	-0.000826	0.000744	0.000077
137	116	55.250000	0.189412	0.000274	-0.000348	0.000168	0.000031
137	117	54.875000	0.189412	0.000414	-0.000792	0.001128	0.000064
137	118	55.625000	0.189412	0.000065	-0.000246	0.000040	0.000023
137	119	55.750000	0.189412	0.000128	-0.000168	0.000000	0.000015
137	120	55.375000	0.189412	0.000083	-0.000096	0.000232	0.000008
138	1	45.375000	0.415355	3.057363	-0.269784	0.013367	0.019690
138	2	45.125000	0.415355	3.123032	-0.274422	0.004316	0.019293
138	3	45.500000	0.415355	3.018475	-0.269134	0.011076	0.019759
138	4	45.375000	0.415355	3.049657	-0.272230	0.010242	0.019555
138	5	44.625000	0.415355	3.256140	-0.284872	0.011372	0.018450
138	6	44.000000	0.415355	3.435389	-0.292102	0.008110	0.017424
138	7	43.875000	0.415355	3.470733	-0.295032	0.007500	0.017165
138	8	45.625000	0.415355	2.970390	-0.272984	0.010771	0.019692
138	9	45.375000	0.415355	3.036294	-0.277168	0.011404	0.019326
138	10	47.000000	0.415355	2.601809	-0.252374	0.011730	0.021077
138	11	46.875000	0.415355	2.629390	-0.255010	0.010256	0.020913
138	12	47.125000	0.415355	2.561795	-0.251976	0.010822	0.021119
138	13	47.625000	0.415355	2.433102	-0.245170	0.006725	0.021497
138	14	45.750000	0.415355	2.917257	-0.277404	0.008844	0.019573
138	15	47.000000	0.415355	2.580454	-0.256622	0.005880	0.020882
138	16	47.125000	0.415355	2.543911	-0.255599	0.011839	0.020967
138	17	46.750000	0.415355	2.636541	-0.261628	0.007690	0.020508
138	18	45.875000	0.415355	2.869056	-0.279160	0.014297	0.019517
138	19	45.250000	0.415355	3.043931	-0.289204	0.006788	0.018649
138	20	45.125000	0.415355	3.077462	-0.292258	0.013086	0.018423
138	21	46.000000	0.415355	2.823492	-0.279876	0.011721	0.019497
138	22	45.625000	0.415355	2.926525	-0.287799	0.009857	0.018988
138	23	48.250000	0.415355	2.226281	-0.242884	0.006954	0.021534
138	24	48.750000	0.415355	2.100286	-0.235598	0.007992	0.021846
138	25	51.000000	0.415355	1.612001	-0.192342	0.011867	0.022086
138	26	49.500000	0.415355	1.915540	-0.222204	0.016622	0.022001
138	27	48.125000	0.415355	2.232744	-0.248356	0.013866	0.021231
138	28	47.250000	0.415355	2.451431	-0.265366	0.012699	0.020496
138	29	48.000000	0.415355	2.251743	-0.252258	0.011248	0.021036
138	30	47.500000	0.415355	2.374382	-0.262240	0.010317	0.020577
138	31	47.250000	0.415355	2.435028	-0.268510	0.016798	0.020352
138	32	45.250000	0.415355	3.004954	-0.304590	0.004452	0.017914
138	33	45.000000	0.415355	3.078428	-0.308304	0.005993	0.017478
138	34	45.625000	0.415355	2.884214	-0.301102	0.017467	0.018332
138	35	44.875000	0.415355	3.111509	-0.313328	0.010685	0.017152
138	36	44.625000	0.415355	3.188313	-0.321322	0.010733	0.016646
138	37	45.750000	0.415355	2.834762	-0.303168	0.011906	0.018321
138	38	46.250000	0.415355	2.681226	-0.293726	0.011604	0.018901
138	39	45.625000	0.415355	2.864989	-0.308742	0.012575	0.018014
138	40	43.750000	0.415355	3.470002	-0.340304	0.010101	0.014915
138	41	43.375000	0.415355	3.598268	-0.346266	0.003744	0.014195
138	42	41.375000	0.415355	4.302054	-0.358942	0.003178	0.010450
138	43	41.125000	0.415355	4.394968	-0.361248	0.002922	0.009913
138	44	40.500000	0.415355	4.625947	-0.365565	-0.003387	0.008637
138	45	39.375000	0.415355	5.039687	-0.363014	-0.001678	0.006808
138	46	39.125000	0.415355	5.136047	-0.363944	0.005100	0.006284
138	47	38.250000	0.415355	5.459598	-0.362902	0.001785	0.004757
138	48	38.250000	0.415355	5.466084	-0.363344	-0.006680	0.004757
138	49	38.375000	0.415355	5.427097	-0.364200	-0.001087	0.004910
138	50	38.000000	0.415355	5.569990	-0.362384	-0.005264	0.004392
138	51	37.750000	0.415355	5.667311	-0.360479	-0.005749	0.004043
138	52	38.875000	0.415355	5.264327	-0.365821	0.002335	0.005785
138	53	38.750000	0.415355	5.316865	-0.367075	-0.002937	0.005460
138	54	38.625000	0.415355	5.369645	-0.366561	-0.003845	0.005329
138	55	38.500000	0.415355	5.422554	-0.367182	0.003429	0.005048
138	56	39.000000	0.415355	5.245655	-0.370133	-0.008217	0.005761
138	57	38.125000	0.415355	5.575448	-0.367046	-0.007133	0.004434
138	58	36.750000	0.415355	6.081727	-0.357258	-0.006584	0.002593
138	59	35.000000	0.415355	6.701787	-0.339340	-0.007488	0.000774
138	60	35.500000	0.415355	6.539312	-0.344018	-0.009884	0.001373
138	61	35.625000	0.415355	6.504946	-0.344569	-0.011539	0.001558
138	62	35.375000	0.415355	6.599151	-0.341204	-0.003922	0.001387
138	63	34.750000	0.415355	6.819067	-0.333492	-0.007141	0.000842
138	64	32.625000	0.415355	7.510502	-0.310655	-0.006813	0.001200
138	65	32.875000	0.415355	7.438859	-0.312266	-0.006729	0.000850
138	66	32.375000	0.415355	7.599957	-0.308194	-0.005260	0.001444
138	67	32.750000	0.415355	7.490007	-0.310386	-0.003166	0.000889
138	68	32.625000	0.415355	7.534934	-0.309570	-0.005344	0.001066
138	69	33.250000	0.415355	7.346486	-0.313088	-0.004528	0.000125
138	70	34.125000	0.415355	7.075819	-0.320450	-0.003502	0.000972
138	71	36.750000	0.415355	6.208067	-0.350091	-0.011478	0.003636
138	72	36.250000	0.415355	6.391195	-0.341572	-0.010036	0.003392
138	73	35.875000	0.415355	6.527400	-0.335044	-0.009186	0.003254
138	74	35.875000	0.415355	6.536789	-0.333380	-0.005630	0.003381
138	75	36.500000	0.415355	6.336148	-0.341142	-0.003475	0.003986
138	76	35.875000	0.415355	6.555901	-0.329496	-0.009216	0.003813
138	77	36.625000	0.415355	6.315665	-0.340254	-0.012775	0.004430
138	78	35.625000	0.415355	6.658811	-0.323322	-0.011158	0.003929
138	79	35.000000	0.415355	6.865328	-0.316230	-0.001549	0.003388
138	80	34.625000	0.415355	6.985046	-0.313413	-0.007343	0.002889
138	81	34.250000	0.415355	7.103467	-0.310755	-0.000660	0.002365
138	82	34.500000	0.415355	7.027208	-0.312225	-0.006096	0.002756
138	83	35.375000	0.415355	6.752206	-0.319771	-0.008080	0.003827
138	84	37.250000	0.415355	6.124447	-0.352593	-0.012936	0.004802
138	85	36.375000	0.415355	6.427277	-0.337377	-0.008827	0.004336
138	86	36.250000	0.415355	6.470757	-0.335358	-0.011768	0.004252
138	87	35.875000	0.415355	6.596411	-0.327294	-0.011753	0.004249
138	88	36.250000	0.415355	6.473593	-0.335504	-0.011806	0.004255
138	89	35.500000	0.415355	6.720959	-0.321630	-0.006359	0.003962
138	90	35.125000	0.415355	6.842248	-0.317565	-0.005245	0.003620
138	91	35.000000	0.415355	6.883395	-0.317063	-0.001492	0.003396
138	92	34.750000	0.415355	6.964058	-0.315599	-0.006516	0.003032
138	93	35.375000	0.415355	6.767011	-0.320472	-0.008080	0.003833
138	94	35.375000	0.415355	6.768494	-0.320541	-0.008114	0.003835
138	95	35.000000	0.415355	6.889429	-0.317340	-0.001499	0.003398
138	96	35.500000	0.415355	6.731272	-0.322126	-0.006359	0.003968
138	97	35.250000	0.415355	6.812934	-0.319220	-0.006981	0.003718
138	98	33.750000	0.415355	7.285262	-0.308396	-0.006756	0.001694
138	99	34.375000	0.415355	7.092523	-0.312419	-0.004173	0.002600
138	100	33.125000	0.415355	7.479962	-0.304413	-0.004280	0.000768
138	101	33.375000	0.415355	7.405254	-0.306188	-0.003120	0.001132
138	102	32.250000	0.415355	7.748126	-0.301778	-0.001331	0.000828
138	103	33.375000	0.415355	7.408500	-0.306320	-0.003155	0.001132
138	104	33.500000	0.415355	7.371781	-0.307048	-0.003490	0.001356
138	105	34.375000	0.415355	7.101850	-0.312829	-0.004181	0.002604
138	106	34.250000	0.415355	7.150482	-0.312222	-0.004654	0.002419
138	107	34.625000	0.415355	7.043505	-0.310983	-0.006508	0.003311
138	108	35.375000	0.415355	6.819231	-0.316583	-0.007381	0.004335
138	109	34.875000	0.415355	6.983608	-0.311741	-0.004265	0.003768
138	110	33.375000	0.415355	7.452169	-0.301270	-0.002827	0.001717
138	111	33.750000	0.415355	7.347171	-0.301597	-0.002590	0.002498
138	112	33.250000	0.415355	7.504474	-0.297928	-0.001652	0.001821
138	113	33.125000	0.415355	7.549123	-0.297887	-0.000603	0.001574
138	114	34.000000	0.415355	7.297060	-0.296918	-0.003086	0.003581
138	115	34.000000	0.415355	7.303467	-0.295234	-0.004982	0.003742
138	116	32.625000	0.415355	7.713249	-0.293935	-0.000244	0.000861
138	117	32.500000	0.415355	7.754284	-0.293907	0.000164	0.000560
138	118	32.375000	0.415355	7.795737	-0.294225	0.000183	0.000212
138	119	32.500000	0.415355	7.763728	-0.293960	0.001320	0.000519
138	120	33.625000	0.415355	7.439134	-0.291281	0.001926	0.003265
139	1	44.750000	0.152037	1.465009	-0.337694	0.026185	0.017198
139	2	44.875000	0.152037	1.425029	-0.332784	0.033668	0.017075
139	3	44.750000	0.152037	1.469090	-0.339444	0.022713	0.017180
139	4	44.250000	0.152037	1.645423	-0.356944	0.025232	0.017716
139	5	44.250000	0.152037	1.647913	-0.357916	0.026164	0.017706
139	6	44.000000	0.152037	1.741421	-0.368396	0.020663	0.017934
139	7	44.125000	0.152037	1.698277	-0.364896	0.023496	0.017800
139	8	44.500000	0.152037	1.566445	-0.352164	0.023955	0.017359
139	9	45.250000	0.152037	1.314749	-0.323986	0.015159	0.016521
139	10	44.875000	0.152037	1.440945	-0.340462	0.023182	0.016928
139	11	45.000000	0.152037	1.400625	-0.336140	0.031116	0.016744
139	12	44.500000	0.152037	1.575987	-0.356154	0.020650	0.017273
139	13	43.875000	0.152037	1.807963	-0.376460	0.015054	0.018032
139	14	43.500000	0.152037	1.954035	-0.385810	0.011230	0.018497
139	15	43.750000	0.152037	1.861310	-0.380784	0.014952	0.018188
139	16	44.375000	0.152037	1.631057	-0.363698	0.023757	0.017382
139	17	44.250000	0.152037	1.679561	-0.368710	0.020972	0.017557
139	18	44.250000	0.152037	1.682327	-0.369382	0.022798	0.017542
139	19	44.250000	0.152037	1.685131	-0.370156	0.023220	0.017528
