ORF_A	ORF_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID
YOR043W	YEL034W	Affinity Precipitation	Ho et al	;11805837;
YCR008W	YPL031C	Affinity Precipitation	Ho et al	;11805837;
YOR276W	YOL139C	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YAL047C	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YFL008W	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YDL003W	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YNL175C	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YIL026C	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YLR347C	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YJL074C	Affinity Precipitation	Ho et al	;11805837;
YMR001C	YDR229W	Affinity Precipitation	Ho et al	;11805837;
YDL047W	YFR040W	Affinity Precipitation	Ho et al	;11805837;
YDL047W	YMR205C	Affinity Precipitation	Ho et al	;11805837;
YDL047W	YJR105W	Affinity Precipitation	Ho et al	;11805837;
YDL047W	YMR028W	Affinity Precipitation	Ho et al	;11805837;
YDL047W	YJL026W	Affinity Precipitation	Ho et al	;11805837;
YGL081W	YGR155W	Affinity Precipitation	Ho et al	;11805837;
YGL081W	YMR309C	Affinity Precipitation	Ho et al	;11805837;
YPL179W	YKL193C	Affinity Precipitation	Ho et al	;11805837;
YJL164C	YPL203W	Affinity Precipitation	Ho et al	;11805837;
YJL164C	YFL033C	Affinity Precipitation	Ho et al	;11805837;
YJL164C	YDR212W	Affinity Precipitation	Ho et al	;11805837;
YJL164C	YIL033C	Affinity Precipitation	Ho et al	;11805837;
YJL164C	YMR319C	Affinity Precipitation	Ho et al	;11805837;
YJL164C	YLL040C	Affinity Precipitation	Ho et al	;11805837;
YJL164C	YKL166C	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YDR356W	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YMR109W	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YAL029C	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YOR326W	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YGL106W	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YML057W	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YKL129C	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YOR035C	Affinity Precipitation	Ho et al	;11805837;
YBR109C	YGL141W	Affinity Precipitation	Ho et al	;11805837;
YJL141C	YLR270W	Affinity Precipitation	Ho et al	;11805837;
YJL141C	YKR001C	Affinity Precipitation	Ho et al	;11805837;
YJL141C	YLL001W	Affinity Precipitation	Ho et al	;11805837;
YJL141C	YPL247C	Affinity Precipitation	Ho et al	;11805837;
YJL141C	YMR304W	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YHR179W	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YCR088W	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YPL004C	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YDR155C	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YLL050C	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YKL085W	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YGR196C	Affinity Precipitation	Ho et al	;11805837;
YNL094W	YMR105C	Affinity Precipitation	Ho et al	;11805837;
YDL192W	YDL137W	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YDL029W	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YDL188C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YDL134C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YNL037C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YKR046C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YOR261C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YBR039W	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YML123C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YHR033W	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YLR216C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YEL051W	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YDR214W	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YEL060C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YLL041C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YDR372C	Affinity Precipitation	Ho et al	;11805837;
YDR523C	YJR132W	Affinity Precipitation	Ho et al	;11805837;
YKL210W	YGR267C	Affinity Precipitation	Ho et al	;11805837;
YKL210W	YOR184W	Affinity Precipitation	Ho et al	;11805837;
YKL210W	YOR027W	Affinity Precipitation	Ho et al	;11805837;
YDL025C	YAL049C	Affinity Precipitation	Ho et al	;11805837;
YDL025C	YHR009C	Affinity Precipitation	Ho et al	;11805837;
YDL025C	YGR016W	Affinity Precipitation	Ho et al	;11805837;
YDL025C	YOL139C	Affinity Precipitation	Ho et al	;11805837;
YNL116W	YIL126W	Affinity Precipitation	Ho et al	;11805837;
YNL116W	YML123C	Affinity Precipitation	Ho et al	;11805837;
YNL116W	YPL110C	Affinity Precipitation	Ho et al	;11805837;
YNL035C	YDR122W	Affinity Precipitation	Ho et al	;11805837;
YMR055C	YPL040C	Affinity Precipitation	Ho et al	;11805837;
YGL163C	YKL085W	Affinity Precipitation	Ho et al	;11805837;
YGL163C	YKL056C	Affinity Precipitation	Ho et al	;11805837;
YGL163C	YOR232W	Affinity Precipitation	Ho et al	;11805837;
YDR129C	YDR353W	Affinity Precipitation	Ho et al	;11805837;
YDR129C	YKL085W	Affinity Precipitation	Ho et al	;11805837;
YNL312W	YCR002C	Affinity Precipitation	Ho et al	;11805837;
YNL312W	YDR224C	Affinity Precipitation	Ho et al	;11805837;
YNL312W	YJR144W	Affinity Precipitation	Ho et al	;11805837;
YNL312W	YLR109W	Affinity Precipitation	Ho et al	;11805837;
YNL312W	YER025W	Affinity Precipitation	Ho et al	;11805837;
YNL312W	YJR140C	Affinity Precipitation	Ho et al	;11805837;
YKL190W	YLR433C	Affinity Precipitation	Ho et al	;11805837;
YKL190W	YML057W	Affinity Precipitation	Ho et al	;11805837;
YKL190W	YPR159W	Affinity Precipitation	Ho et al	;11805837;
YBL088C	YPL110C	Affinity Precipitation	Ho et al	;11805837;
YPL022W	YAL027W	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YOR185C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YDL063C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YKL009W	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YLL018C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YNL035C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YLR293C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YGL122C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YMR105C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YBR247C	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YDR002W	Affinity Precipitation	Ho et al	;11805837;
YBR017C	YOL123W	Affinity Precipitation	Ho et al	;11805837;
YJR090C	YDL132W	Affinity Precipitation	Ho et al	;11805837;
YJR090C	YDR328C	Affinity Precipitation	Ho et al	;11805837;
YJL128C	YNR031C	Affinity Precipitation	Ho et al	;11805837;
YJL128C	YMR319C	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YJR132W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YMR058W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YKL205W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YOR260W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YEL051W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YDR211W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YER023W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YMR246W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YKR026C	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YEL013W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YGR083C	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YGR279C	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YIL128W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YER025W	Affinity Precipitation	Ho et al	;11805837;
YLR291C	YPL237W	Affinity Precipitation	Ho et al	;11805837;
YOR319W	YER164W	Affinity Precipitation	Ho et al	;11805837;
YOR319W	YPR188C	Affinity Precipitation	Ho et al	;11805837;
YOR319W	YML049C	Affinity Precipitation	Ho et al	;11805837;
YNL180C	YDR353W	Affinity Precipitation	Ho et al	;11805837;
YKR036C	YBR039W	Affinity Precipitation	Ho et al	;11805837;
YPL150W	YBR249C	Affinity Precipitation	Ho et al	;11805837;
YPL150W	YGR086C	Affinity Precipitation	Ho et al	;11805837;
YPL150W	YHR179W	Affinity Precipitation	Ho et al	;11805837;
YPL150W	YKR048C	Affinity Precipitation	Ho et al	;11805837;
YPL150W	YLR438W	Affinity Precipitation	Ho et al	;11805837;
YPL150W	YPL004C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YOR177C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YDR032C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YMR303C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YHR179W	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YBR218C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YLR109W	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YEL034W	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YNL055C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YLR438W	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YJR104C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YBL108W	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YLR355C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YBR085W	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YHR112C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YGR267C	Affinity Precipitation	Ho et al	;11805837;
YHR135C	YPL171C	Affinity Precipitation	Ho et al	;11805837;
YDR388W	YCR009C	Affinity Precipitation	Ho et al	;11805837;
YBR103W	YIL112W	Affinity Precipitation	Ho et al	;11805837;
YCL039W	YDR342C	Affinity Precipitation	Ho et al	;11805837;
YCL039W	YMR135C	Affinity Precipitation	Ho et al	;11805837;
YCL039W	YDR255C	Affinity Precipitation	Ho et al	;11805837;
YCL039W	YIL097W	Affinity Precipitation	Ho et al	;11805837;
YCL039W	YGL227W	Affinity Precipitation	Ho et al	;11805837;
YCL039W	YIL017C	Affinity Precipitation	Ho et al	;11805837;
YCL039W	YDL185W	Affinity Precipitation	Ho et al	;11805837;
YGR054W	YDR432W	Affinity Precipitation	Ho et al	;11805837;
YGR054W	YBL002W	Affinity Precipitation	Ho et al	;11805837;
YGR054W	YNL132W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YJL076W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YOL004W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YDR224C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YOR039W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YLR291C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YPL237W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YJL197W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YOR061W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YBR009C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YGR083C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YJR007W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YGL019W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YKR026C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YIL035C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YMR144W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YGL130W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YDR087C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YDL014W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YNL272C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YNL229C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YIR002C	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YGR017W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YDL056W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YJR144W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YBR160W	Affinity Precipitation	Ho et al	;11805837;
YIL131C	YGR196C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YDR028C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YDL213C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YGL008C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YGR159C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YJL076W	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YHR186C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YGR130C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YDR343C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YML049C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YGL115W	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YDR436W	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YDR190C	Affinity Precipitation	Ho et al	;11805837;
YKL193C	YPL036W	Affinity Precipitation	Ho et al	;11805837;
YDR480W	YGR040W	Affinity Precipitation	Ho et al	;11805837;
YDR480W	YLR304C	Affinity Precipitation	Ho et al	;11805837;
YGL174W	YGL216W	Affinity Precipitation	Ho et al	;11805837;
YGL174W	YMR012W	Affinity Precipitation	Ho et al	;11805837;
YDR313C	YLL039C	Affinity Precipitation	Ho et al	;11805837;
YPR137W	YBL004W	Affinity Precipitation	Ho et al	;11805837;
YPR137W	YDR300C	Affinity Precipitation	Ho et al	;11805837;
YPR137W	YGL146C	Affinity Precipitation	Ho et al	;11805837;
YPR137W	YOL078W	Affinity Precipitation	Ho et al	;11805837;
YPR137W	YOR310C	Affinity Precipitation	Ho et al	;11805837;
YBR288C	YPL195W	Affinity Precipitation	Ho et al	;11805837;
YBR288C	YPL016W	Affinity Precipitation	Ho et al	;11805837;
YLR314C	YCR002C	Affinity Precipitation	Ho et al	;11805837;
YLR314C	YCR053W	Affinity Precipitation	Ho et al	;11805837;
YLR314C	YJR076C	Affinity Precipitation	Ho et al	;11805837;
YLR314C	YDR158W	Affinity Precipitation	Ho et al	;11805837;
YLR314C	YHR107C	Affinity Precipitation	Ho et al	;11805837;
YLR314C	YLR027C	Affinity Precipitation	Ho et al	;11805837;
YLR314C	YDL225W	Affinity Precipitation	Ho et al	;11805837;
YDL100C	YGL020C	Affinity Precipitation	Ho et al	;11805837;
YDL100C	YER083C	Affinity Precipitation	Ho et al	;11805837;
YJL092W	YDL101C	Affinity Precipitation	Ho et al	;11805837;
YJL092W	YPR181C	Affinity Precipitation	Ho et al	;11805837;
YJL092W	YFL045C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YMR229C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YKL099C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YDL014W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YCR057C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YNL132W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YOR039W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YKR060W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YPL126W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YOR090C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YML093W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YLR197W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YGR090W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YOR145C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YIL035C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YGL019W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YLR409C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YOR061W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YER127W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YDL185W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YDR449C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YKL012W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YKR096W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YLR129W	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YLR222C	Affinity Precipitation	Ho et al	;11805837;
YJL069C	YJL109C	Affinity Precipitation	Ho et al	;11805837;
YDL100C	YBR014C	Affinity Precipitation	Ho et al	;11805837;
YDL100C	YNL055C	Affinity Precipitation	Ho et al	;11805837;
YNL116W	YNL311C	Affinity Precipitation	Ho et al	;11805837;
YMR116C	YGL120C	Affinity Precipitation	Ho et al	;11805837;
YMR116C	YLR197W	Affinity Precipitation	Ho et al	;11805837;
YMR116C	YAR007C	Affinity Precipitation	Ho et al	;11805837;
YMR116C	YGR145W	Affinity Precipitation	Ho et al	;11805837;
YMR116C	YOR056C	Affinity Precipitation	Ho et al	;11805837;
YMR116C	YNL308C	Affinity Precipitation	Ho et al	;11805837;
YDR436W	YMR311C	Affinity Precipitation	Ho et al	;11805837;
YDR436W	YOR054C	Affinity Precipitation	Ho et al	;11805837;
YLR293C	YJR074W	Affinity Precipitation	Ho et al	;11805837;
YLR293C	YOR185C	Affinity Precipitation	Ho et al	;11805837;
YLR293C	YDR002W	Affinity Precipitation	Ho et al	;11805837;
YBR274W	YPR124W	Affinity Precipitation	Ho et al	;11805837;
YBR274W	YKL104C	Affinity Precipitation	Ho et al	;11805837;
YDR283C	YNL213C	Affinity Precipitation	Ho et al	;11805837;
YGL220W	YER174C	Affinity Precipitation	Ho et al	;11805837;
YGL220W	YDR098C	Affinity Precipitation	Ho et al	;11805837;
YGL220W	YLL029W	Affinity Precipitation	Ho et al	;11805837;
YJR053W	YLR389C	Affinity Precipitation	Ho et al	;11805837;
YJR053W	YMR319C	Affinity Precipitation	Ho et al	;11805837;
YJR053W	YNL238W	Affinity Precipitation	Ho et al	;11805837;
YLR262C	YDR137W	Affinity Precipitation	Ho et al	;11805837;
YLR262C	YLR039C	Affinity Precipitation	Ho et al	;11805837;
YLR262C	YER136W	Affinity Precipitation	Ho et al	;11805837;
YLR216C	YNL278W	Affinity Precipitation	Ho et al	;11805837;
YLR216C	YDR353W	Affinity Precipitation	Ho et al	;11805837;
YLR216C	YHR074W	Affinity Precipitation	Ho et al	;11805837;
YFR014C	YBR109C	Affinity Precipitation	Ho et al	;11805837;
YFR014C	YKL119C	Affinity Precipitation	Ho et al	;11805837;
YGL190C	YAL016W	Affinity Precipitation	Ho et al	;11805837;
YGL190C	YDL134C	Affinity Precipitation	Ho et al	;11805837;
YGL190C	YDL188C	Affinity Precipitation	Ho et al	;11805837;
YGL190C	YNL154C	Affinity Precipitation	Ho et al	;11805837;
YGR280C	YMR302C	Affinity Precipitation	Ho et al	;11805837;
YGR280C	YPL110C	Affinity Precipitation	Ho et al	;11805837;
YAL036C	YHR027C	Affinity Precipitation	Ho et al	;11805837;
YJL044C	YDR407C	Affinity Precipitation	Ho et al	;11805837;
