ORF_A	ORF_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID
YER081W	YBR170C	Two Hybrid	BIND	;11283351;
YER081W	YBR221C	Two Hybrid	BIND	;11283351;
YER081W	YBR240C	Two Hybrid	BIND	;11283351;
YER081W	YBR241C	Two Hybrid	BIND	;11283351;
YER081W	YBR243C	Two Hybrid	BIND	;11283351;
YER081W	YBR249C	Two Hybrid	BIND	;11283351;
YER081W	YBR274W	Two Hybrid	BIND	;11283351;
YER081W	YCL038C	Two Hybrid	BIND	;11283351;
YER081W	YCR072C	Two Hybrid	BIND	;11283351;
YER081W	YDL105W	Two Hybrid	BIND	;11283351;
YER081W	YDL160C	Two Hybrid	BIND	;11283351;
YER081W	YDL168W	Two Hybrid	BIND	;11283351;
YER081W	YDR005C	Two Hybrid	BIND	;11283351;
YER081W	YDR012W	Two Hybrid	BIND	;11283351;
YER081W	YDR105C	Two Hybrid	BIND	;11283351;
YER081W	YDR142C	Two Hybrid	BIND	;11283351;
YER081W	YDR155C	Two Hybrid	BIND	;11283351;
YER081W	YDR192C	Two Hybrid	BIND	;11283351;
YER081W	YDR194C	Two Hybrid	BIND	;11283351;
YER081W	YDR266C	Two Hybrid	BIND	;11283351;
YER081W	YDR306C	Two Hybrid	BIND	;11283351;
YER081W	YDR307W	Two Hybrid	BIND	;11283351;
YER081W	YDR331W	Two Hybrid	BIND	;11283351;
YER081W	YDR343C	Two Hybrid	BIND	;11283351;
YER081W	YDR394W	Two Hybrid	BIND	;11283351;
YER081W	YDR479C	Two Hybrid	BIND	;11283351;
YER081W	YDR483W	Two Hybrid	BIND	;11283351;
YER081W	YDR512C	Two Hybrid	BIND	;11283351;
YER081W	YDR524C	Two Hybrid	BIND	;11283351;
YER081W	YDR528W	Two Hybrid	BIND	;11283351;
YER081W	YDR531W	Two Hybrid	BIND	;11283351;
YER081W	YER078C	Two Hybrid	BIND	;11283351;
YER081W	YER081W	Two Hybrid	BIND	;11283351;
YER081W	YER145C	Two Hybrid	BIND	;11283351;
YER081W	YFL016C	Two Hybrid	BIND	;11283351;
YER081W	YFL037W	Two Hybrid	BIND	;11283351;
YER081W	YFR017C	Two Hybrid	BIND	;11283351;
YER081W	YFR053C	Two Hybrid	BIND	;11283351;
YER081W	YFR055W	Two Hybrid	BIND	;11283351;
YER081W	YGL039W	Two Hybrid	BIND	;11283351;
YER081W	YGL096W	Two Hybrid	BIND	;11283351;
YER081W	YGL110C	Two Hybrid	BIND	;11283351;
YER081W	YGL135W	Two Hybrid	BIND	;11283351;
YER081W	YGL181W	Two Hybrid	BIND	;11283351;
YER081W	YGR020C	Two Hybrid	BIND	;11283351;
YER081W	YGR084C	Two Hybrid	BIND	;11283351;
YER081W	YGR180C	Two Hybrid	BIND	;11283351;
YER081W	YGR210C	Two Hybrid	BIND	;11283351;
YER081W	YGR293C	Two Hybrid	BIND	;11283351;
YER081W	YIL044C	Two Hybrid	BIND	;11283351;
YER081W	YJR108W	Two Hybrid	BIND	;11283351;
YER081W	YKR073C	Two Hybrid	BIND	;11283351;
YER081W	YLR151C	Two Hybrid	BIND	;11283351;
YER081W	YNR042W	Two Hybrid	BIND	;11283351;
YER081W	YOR150W	Two Hybrid	BIND	;11283351;
YER081W	YOR167C	Two Hybrid	BIND	;11283351;
YER081W	YOR189W	Two Hybrid	BIND	;11283351;
YER081W	YOR222W	Two Hybrid	BIND	;11283351;
YER081W	YOR246C	Two Hybrid	BIND	;11283351;
YER081W	YOR258W	Two Hybrid	BIND	;11283351;
YER081W	YOR263C	Two Hybrid	BIND	;11283351;
YER081W	YOR300W	Two Hybrid	BIND	;11283351;
YER081W	YOR318C	Two Hybrid	BIND	;11283351;
YER081W	YOR362C	Two Hybrid	BIND	;11283351;
YER081W	YOR387C	Two Hybrid	BIND	;11283351;
YER081W	YOR388C	Two Hybrid	BIND	;11283351;
YER081W	YOR392W	Two Hybrid	BIND	;11283351;
YER081W	YPL205C	Two Hybrid	BIND	;11283351;
YER081W	YPL213W	Two Hybrid	BIND	;11283351;
YER081W	YPL229W	Two Hybrid	BIND	;11283351;
YER081W	YPL233W	Two Hybrid	BIND	;11283351;
YER081W	YPL234C	Two Hybrid	BIND	;11283351;
YER081W	YPR016C	Two Hybrid	BIND	;11283351;
YER081W	YPR038W	Two Hybrid	BIND	;11283351;
YER081W	YPR046W	Two Hybrid	BIND	;11283351;
YER081W	YPR059C	Two Hybrid	BIND	;11283351;
YER081W	YPR126C	Two Hybrid	BIND	;11283351;
YER081W	YPR134W	Two Hybrid	BIND	;11283351;
YER081W	YPR136C	Two Hybrid	BIND	;11283351;
YER081W	YPR149W	Two Hybrid	BIND	;11283351;
YER083C	YPR175W	Two Hybrid	BIND	;11283351;
YER086W	YER086W	Two Hybrid	BIND	;11283351;
YER087W	YDL036C	Two Hybrid	BIND	;11283351;
YER093C	YJL058C	Two Hybrid	BIND	;11283351;
YER093C	YLR210W	Two Hybrid	BIND	;11283351;
YER095W	YER095W	Two Hybrid	BIND	;11283351;
YER099C	YKL181W	Two Hybrid	BIND	;11283351;
YER102W	YDR459C	Two Hybrid	BIND	;11283351;
YER103W	YDR068W	Two Hybrid	BIND	;11283351;
YER103W	YGL065C	Two Hybrid	BIND	;11283351;
YER106W	YCR086W	Two Hybrid	BIND	;11283351;
YER107C	YHL008C	Two Hybrid	BIND	;11283351;
YER118C	YDL155W	Two Hybrid	BIND	;11283351;
YER118C	YDL204W	Two Hybrid	BIND	;11283351;
YER118C	YER118C	Two Hybrid	BIND	;11283351;
YER119C	YKL055C	Two Hybrid	BIND	;11283351;
YER122C	YER176W	Two Hybrid	BIND	;11283351;
YER124C	YHR003C	Two Hybrid	BIND	;11283351;
YER125W	YOR340C	Two Hybrid	BIND	;11283351;
YER127W	YLR423C	Two Hybrid	BIND	;11283351;
YER128W	YPR173C	Two Hybrid	BIND	;11283351;
YER129W	YIL144W	Two Hybrid	BIND	;11283351;
YER129W	YLR420W	Two Hybrid	BIND	;11283351;
YER133W	YBR099C	Two Hybrid	BIND	;11283351;
YER136W	YIR009W	Two Hybrid	BIND	;11283351;
YER136W	YPR180W	Two Hybrid	BIND	;11283351;
YER140W	YDL054C	Two Hybrid	BIND	;11283351;
YER140W	YDL160C	Two Hybrid	BIND	;11283351;
YER140W	YKL056C	Two Hybrid	BIND	;11283351;
YER143W	YJR141W	Two Hybrid	BIND	;11283351;
YER143W	YNR071C	Two Hybrid	BIND	;11283351;
YER144C	YDL044C	Two Hybrid	BIND	;11283351;
YER144C	YMR032W	Two Hybrid	BIND	;11283351;
YER144C	YOR034C	Two Hybrid	BIND	;11283351;
YER145C	YDR307W	Two Hybrid	BIND	;11283351;
YER145C	YIL056W	Two Hybrid	BIND	;11283351;
YER145C	YJL001W	Two Hybrid	BIND	;11283351;
YER149C	YDL233W	Two Hybrid	BIND	;11283351;
YER149C	YIL040W	Two Hybrid	BIND	;11283351;
YER149C	YKL034W	Two Hybrid	BIND	;11283351;
YER149C	YOR315W	Two Hybrid	BIND	;11283351;
YER152C	YJL107C	Two Hybrid	BIND	;11283351;
YER153C	YJL170C	Two Hybrid	BIND	;11283351;
YER154W	YNR003C	Two Hybrid	BIND	;11283351;
YER154W	YOR121C	Two Hybrid	BIND	;11283351;
YER156C	YFL038C	Two Hybrid	BIND	;11283351;
YER157W	YGR120C	Two Hybrid	BIND	;11283351;
YER158C	YKL120W	Two Hybrid	BIND	;11283351;
YER169W	YPL071C	Two Hybrid	BIND	;11283351;
YER178W	YGR229C	Two Hybrid	BIND	;11283351;
YER178W	YKL124W	Two Hybrid	BIND	;11283351;
YER179W	YGR085C	Two Hybrid	BIND	;11283351;
YER179W	YJL125C	Two Hybrid	BIND	;11283351;
YER186C	YKR026C	Two Hybrid	BIND	;11283351;
YFL002C	YJR082C	Two Hybrid	BIND	;11283351;
YFL003C	YDL154W	Two Hybrid	BIND	;11283351;
YFL011W	YMR004W	Two Hybrid	BIND	;11283351;
YFL016C	YHL045W	Two Hybrid	BIND	;11283351;
YFL016C	YKL189W	Two Hybrid	BIND	;11283351;
YFL018C	YJR051W	Two Hybrid	BIND	;11283351;
YFL018C	YOR180C	Two Hybrid	BIND	;11283351;
YFL020C	YGR072W	Two Hybrid	BIND	;11283351;
YFL020C	YML038C	Two Hybrid	BIND	;11283351;
YFL021W	YGL011C	Two Hybrid	BIND	;11283351;
YFL022C	YDL193W	Two Hybrid	BIND	;11283351;
YFL022C	YGR169C	Two Hybrid	BIND	;11283351;
YFL023W	YCL017C	Two Hybrid	BIND	;11283351;
YFL023W	YER133W	Two Hybrid	BIND	;11283351;
YFL023W	YLR200W	Two Hybrid	BIND	;11283351;
YFL023W	YLR243W	Two Hybrid	BIND	;11283351;
YFL026W	YHR016C	Two Hybrid	BIND	;11283351;
YFL026W	YOR242C	Two Hybrid	BIND	;11283351;
YFL027C	YER078C	Two Hybrid	BIND	;11283351;
YFL027C	YHR115C	Two Hybrid	BIND	;11283351;
YFL027C	YKL195W	Two Hybrid	BIND	;11283351;
YFL030W	YIL077C	Two Hybrid	BIND	;11283351;
YFL030W	YKR007W	Two Hybrid	BIND	;11283351;
YFL036W	YMR238W	Two Hybrid	BIND	;11283351;
YFL040W	YDR435C	Two Hybrid	BIND	;11283351;
YFL040W	YLR349W	Two Hybrid	BIND	;11283351;
YFL051C	YKL026C	Two Hybrid	BIND	;11283351;
YFL052W	YJL125C	Two Hybrid	BIND	;11283351;
YFL052W	YOR366W	Two Hybrid	BIND	;11283351;
YFL065C	YLR415C	Two Hybrid	BIND	;11283351;
YFR003C	YOR147W	Two Hybrid	BIND	;11283351;
YFR003C	YPR050C	Two Hybrid	BIND	;11283351;
YFR007W	YBR056W	Two Hybrid	BIND	;11283351;
YFR008W	YJL061W	Two Hybrid	BIND	;11283351;
YFR008W	YLR395C	Two Hybrid	BIND	;11283351;
YFR008W	YLR423C	Two Hybrid	BIND	;11283351;
YFR008W	YOL135C	Two Hybrid	BIND	;11283351;
YFR008W	YPR046W	Two Hybrid	BIND	;11283351;
YFR013W	YLR095C	Two Hybrid	BIND	;11283351;
YFR015C	YDR259C	Two Hybrid	BIND	;11283351;
YFR015C	YFR015C	Two Hybrid	BIND	;11283351;
YFR015C	YHR008C	Two Hybrid	BIND	;11283351;
YFR015C	YJL137C	Two Hybrid	BIND	;11283351;
YFR015C	YLR258W	Two Hybrid	BIND	;11283351;
YFR015C	YOR047C	Two Hybrid	BIND	;11283351;
YFR036W	YLL051C	Two Hybrid	BIND	;11283351;
YFR042W	YNR025C	Two Hybrid	BIND	;11283351;
YFR049W	YDR148C	Two Hybrid	BIND	;11283351;
YFR049W	YMR147W	Two Hybrid	BIND	;11283351;
YFR049W	YOL062C	Two Hybrid	BIND	;11283351;
YFR049W	YOL082W	Two Hybrid	BIND	;11283351;
YFR049W	YOL083W	Two Hybrid	BIND	;11283351;
YFR049W	YOR047C	Two Hybrid	BIND	;11283351;
YFR049W	YOR049C	Two Hybrid	BIND	;11283351;
YFR049W	YPL049C	Two Hybrid	BIND	;11283351;
YFR049W	YPL255W	Two Hybrid	BIND	;11283351;
YFR052W	YDL156W	Two Hybrid	BIND	;11283351;
YGL005C	YGR119C	Two Hybrid	BIND	;11283351;
YGL010W	YPL257W	Two Hybrid	BIND	;11283351;
YGL013C	YGL013C	Two Hybrid	BIND	;11283351;
YGL014W	YNL231C	Two Hybrid	BIND	;11283351;
YGL027C	YIL022W	Two Hybrid	BIND	;11283351;
YGL029W	YNL243W	Two Hybrid	BIND	;11283351;
YGL032C	YGR257C	Two Hybrid	BIND	;11283351;
YGL040C	YGL040C	Two Hybrid	BIND	;11283351;
YGL044C	YDL218W	Two Hybrid	BIND	;11283351;
YGL044C	YDR005C	Two Hybrid	BIND	;11283351;
YGL044C	YDR016C	Two Hybrid	BIND	;11283351;
YGL044C	YDR084C	Two Hybrid	BIND	;11283351;
YGL044C	YDR098C	Two Hybrid	BIND	;11283351;
YGL044C	YDR183W	Two Hybrid	BIND	;11283351;
YGL044C	YDR538W	Two Hybrid	BIND	;11283351;
YGL044C	YER143W	Two Hybrid	BIND	;11283351;
YGL044C	YGR004W	Two Hybrid	BIND	;11283351;
YGL044C	YJR113C	Two Hybrid	BIND	;11283351;
YGL044C	YLR335W	Two Hybrid	BIND	;11283351;
YGL044C	YMR153W	Two Hybrid	BIND	;11283351;
YGL044C	YMR270C	Two Hybrid	BIND	;11283351;
YGL044C	YNL013C	Two Hybrid	BIND	;11283351;
YGL044C	YNL044W	Two Hybrid	BIND	;11283351;
YGL044C	YNL157W	Two Hybrid	BIND	;11283351;
YGL052W	YAL041W	Two Hybrid	BIND	;11283351;
YGL054C	YLL043W	Two Hybrid	BIND	;11283351;
YGL057C	YBL016W	Two Hybrid	BIND	;11283351;
YGL058W	YOL080C	Two Hybrid	BIND	;11283351;
YGL058W	YOR194C	Two Hybrid	BIND	;11283351;
YGL060W	YDR388W	Two Hybrid	BIND	;11283351;
YGL063W	YFL018C	Two Hybrid	BIND	;11283351;
YGL070C	YAR064W	Two Hybrid	BIND	;11283351;
YGL070C	YBR089W	Two Hybrid	BIND	;11283351;
YGL070C	YBR106W	Two Hybrid	BIND	;11283351;
YGL070C	YBR107C	Two Hybrid	BIND	;11283351;
YGL070C	YBR157C	Two Hybrid	BIND	;11283351;
YGL070C	YBR167C	Two Hybrid	BIND	;11283351;
YGL070C	YBR176W	Two Hybrid	BIND	;11283351;
YGL070C	YBR188C	Two Hybrid	BIND	;11283351;
YGL070C	YBR201W	Two Hybrid	BIND	;11283351;
YGL070C	YBR231C	Two Hybrid	BIND	;11283351;
YGL070C	YDL053C	Two Hybrid	BIND	;11283351;
YGL070C	YDL183C	Two Hybrid	BIND	;11283351;
YGL070C	YDL219W	Two Hybrid	BIND	;11283351;
YGL070C	YDR022C	Two Hybrid	BIND	;11283351;
YGL070C	YDR054C	Two Hybrid	BIND	;11283351;
YGL070C	YDR056C	Two Hybrid	BIND	;11283351;
YGL070C	YDR067C	Two Hybrid	BIND	;11283351;
YGL070C	YDR079W	Two Hybrid	BIND	;11283351;
YGL070C	YDR115W	Two Hybrid	BIND	;11283351;
YGL070C	YDR136C	Two Hybrid	BIND	;11283351;
YGL070C	YDR184C	Two Hybrid	BIND	;11283351;
YGL070C	YDR199W	Two Hybrid	BIND	;11283351;
YGL070C	YDR260C	Two Hybrid	BIND	;11283351;
YGL070C	YDR286C	Two Hybrid	BIND	;11283351;
YGL070C	YDR340W	Two Hybrid	BIND	;11283351;
YGL070C	YER029C	Two Hybrid	BIND	;11283351;
YGL070C	YER039C	Two Hybrid	BIND	;11283351;
YGL070C	YER053C	Two Hybrid	BIND	;11283351;
YGL070C	YER109C	Two Hybrid	BIND	;11283351;
YGL070C	YER115C	Two Hybrid	BIND	;11283351;
YGL070C	YER180C	Two Hybrid	BIND	;11283351;
YGL070C	YER181C	Two Hybrid	BIND	;11283351;
YGL070C	YFL017C	Two Hybrid	BIND	;11283351;
YGL070C	YFL034C-B	Two Hybrid	BIND	;11283351;
YGL070C	YFL038C	Two Hybrid	BIND	;11283351;
YGL070C	YJL170C	Two Hybrid	BIND	;11283351;
YGL070C	YJL182C	Two Hybrid	BIND	;11283351;
YGL070C	YJL190C	Two Hybrid	BIND	;11283351;
YGL070C	YJR162C	Two Hybrid	BIND	;11283351;
YGL070C	YKL036C	Two Hybrid	BIND	;11283351;
YGL070C	YKL086W	Two Hybrid	BIND	;11283351;
YGL070C	YKL141W	Two Hybrid	BIND	;11283351;
YGL070C	YKL150W	Two Hybrid	BIND	;11283351;
YGL070C	YKL190W	Two Hybrid	BIND	;11283351;
YGL074C	YDR394W	Two Hybrid	BIND	;11283351;
YGL075C	YDL070W	Two Hybrid	BIND	;11283351;
YGL090W	YCR094W	Two Hybrid	BIND	;11283351;
YGL090W	YLR265C	Two Hybrid	BIND	;11283351;
YGL090W	YLR424W	Two Hybrid	BIND	;11283351;
YGL097W	YOR364W	Two Hybrid	BIND	;11283351;
YGL098W	YEL017W	Two Hybrid	BIND	;11283351;
YGL102C	YHR194W	Two Hybrid	BIND	;11283351;
YGL104C	YMR153W	Two Hybrid	BIND	;11283351;
YGL112C	YDL087C	Two Hybrid	BIND	;11283351;
YGL112C	YMR154C	Two Hybrid	BIND	;11283351;
YGL112C	YNL016W	Two Hybrid	BIND	;11283351;
YGL113W	YPR194C	Two Hybrid	BIND	;11283351;
YGL122C	YDR505C	Two Hybrid	BIND	;11283351;
YGL122C	YGL122C	Two Hybrid	BIND	;11283351;
YGL122C	YHR089C	Two Hybrid	BIND	;11283351;
YGL122C	YNL016W	Two Hybrid	BIND	;11283351;
YGL124C	YKL025C	Two Hybrid	BIND	;11283351;
YGL127C	YAL041W	Two Hybrid	BIND	;11283351;
YGL127C	YBL009W	Two Hybrid	BIND	;11283351;
YGL127C	YBL051C	Two Hybrid	BIND	;11283351;
YGL127C	YBR176W	Two Hybrid	BIND	;11283351;
YGL127C	YBR186W	Two Hybrid	BIND	;11283351;
YGL127C	YBR193C	Two Hybrid	BIND	;11283351;
YGL127C	YCR030C	Two Hybrid	BIND	;11283351;
YGL127C	YCR035C	Two Hybrid	BIND	;11283351;
YGL127C	YDL045C	Two Hybrid	BIND	;11283351;
YGL127C	YDL147W	Two Hybrid	BIND	;11283351;
YGL127C	YDL165W	Two Hybrid	BIND	;11283351;
YGL127C	YDR084C	Two Hybrid	BIND	;11283351;
YGL127C	YDR092W	Two Hybrid	BIND	;11283351;
YGL127C	YDR095C	Two Hybrid	BIND	;11283351;
YGL127C	YDR110W	Two Hybrid	BIND	;11283351;
YGL127C	YDR225W	Two Hybrid	BIND	;11283351;
YGL127C	YDR259C	Two Hybrid	BIND	;11283351;
YGL127C	YDR308C	Two Hybrid	BIND	;11283351;
YGL127C	YDR479C	Two Hybrid	BIND	;11283351;
YGL127C	YDR510W	Two Hybrid	BIND	;11283351;
YGL127C	YDR534C	Two Hybrid	BIND	;11283351;
YGL127C	YEL038W	Two Hybrid	BIND	;11283351;
YGL127C	YEL048C	Two Hybrid	BIND	;11283351;
YGL127C	YER022W	Two Hybrid	BIND	;11283351;
YGL127C	YER119C	Two Hybrid	BIND	;11283351;
YGL127C	YER149C	Two Hybrid	BIND	;11283351;
YGL127C	YER184C	Two Hybrid	BIND	;11283351;
YGL127C	YFR026C	Two Hybrid	BIND	;11283351;
YGL127C	YGL019W	Two Hybrid	BIND	;11283351;
YGL127C	YGL153W	Two Hybrid	BIND	;11283351;
YGL127C	YGL157W	Two Hybrid	BIND	;11283351;
YGL127C	YGL250W	Two Hybrid	BIND	;11283351;
YGL127C	YGR139W	Two Hybrid	BIND	;11283351;
YGL127C	YHR058C	Two Hybrid	BIND	;11283351;
YGL127C	YHR130C	Two Hybrid	BIND	;11283351;
YGL127C	YIL025C	Two Hybrid	BIND	;11283351;
YGL127C	YIL031W	Two Hybrid	BIND	;11283351;
YGL127C	YIR017C	Two Hybrid	BIND	;11283351;
YGL127C	YJL032W	Two Hybrid	BIND	;11283351;
YGL127C	YJR069C	Two Hybrid	BIND	;11283351;
YGL127C	YKL137W	Two Hybrid	BIND	;11283351;
YGL127C	YKR101W	Two Hybrid	BIND	;11283351;
YGL127C	YLL065W	Two Hybrid	BIND	;11283351;
YGL127C	YLR019W	Two Hybrid	BIND	;11283351;
YGL127C	YLR108C	Two Hybrid	BIND	;11283351;
YGL127C	YLR222C	Two Hybrid	BIND	;11283351;
YGL127C	YLR311C	Two Hybrid	BIND	;11283351;
YGL127C	YLR423C	Two Hybrid	BIND	;11283351;
YGL127C	YML133C	Two Hybrid	BIND	;11283351;
YGL127C	YMR054W	Two Hybrid	BIND	;11283351;
YGL127C	YMR072W	Two Hybrid	BIND	;11283351;
YGL127C	YMR202W	Two Hybrid	BIND	;11283351;
YGL127C	YNR010W	Two Hybrid	BIND	;11283351;
YGL127C	YNR028W	Two Hybrid	BIND	;11283351;
YGL127C	YOL016C	Two Hybrid	BIND	;11283351;
YGL127C	YOL018C	Two Hybrid	BIND	;11283351;
YGL127C	YOL135C	Two Hybrid	BIND	;11283351;
YGL127C	YOR047C	Two Hybrid	BIND	;11283351;
YGL127C	YOR128C	Two Hybrid	BIND	;11283351;
YGL127C	YOR162C	Two Hybrid	BIND	;11283351;
YGL127C	YOR174W	Two Hybrid	BIND	;11283351;
YGL127C	YOR263C	Two Hybrid	BIND	;11283351;
YGL127C	YOR289W	Two Hybrid	BIND	;11283351;
YGL127C	YOR377W	Two Hybrid	BIND	;11283351;
YGL127C	YPL064C	Two Hybrid	BIND	;11283351;
YGL127C	YPR168W	Two Hybrid	BIND	;11283351;
YGL132W	YAL022C	Two Hybrid	BIND	;11283351;
YGL139W	YOR010C	Two Hybrid	BIND	;11283351;
YGL145W	YNL258C	Two Hybrid	BIND	;11283351;
YGL154C	YOR128C	Two Hybrid	BIND	;11283351;
YGL156W	YOL082W	Two Hybrid	BIND	;11283351;
YGL156W	YOL083W	Two Hybrid	BIND	;11283351;
YGL157W	YNR064C	Two Hybrid	BIND	;11283351;
YGL177W	YJL054W	Two Hybrid	BIND	;11283351;
YGL180W	YML112W	Two Hybrid	BIND	;11283351;
YGL181W	YCR072C	Two Hybrid	BIND	;11283351;
YGL181W	YDL233W	Two Hybrid	BIND	;11283351;
YGL181W	YDR259C	Two Hybrid	BIND	;11283351;
YGL181W	YER063W	Two Hybrid	BIND	;11283351;
YGL181W	YER073W	Two Hybrid	BIND	;11283351;
YGL181W	YER161C	Two Hybrid	BIND	;11283351;
YGL181W	YHR177W	Two Hybrid	BIND	;11283351;
YGL181W	YIL010W	Two Hybrid	BIND	;11283351;
YGL181W	YIL052C	Two Hybrid	BIND	;11283351;
YGL181W	YIL057C	Two Hybrid	BIND	;11283351;
YGL181W	YIL122W	Two Hybrid	BIND	;11283351;
YGL181W	YNR068C	Two Hybrid	BIND	;11283351;
YGL181W	YOR140W	Two Hybrid	BIND	;11283351;
YGL181W	YOR331C	Two Hybrid	BIND	;11283351;
YGL181W	YOR333C	Two Hybrid	BIND	;11283351;
YGL181W	YPL013C	Two Hybrid	BIND	;11283351;
YGL181W	YPL053C	Two Hybrid	BIND	;11283351;
YGL181W	YPL156C	Two Hybrid	BIND	;11283351;
YGL181W	YPL188W	Two Hybrid	BIND	;11283351;
YGL187C	YGL213C	Two Hybrid	BIND	;11283351;
YGL187C	YML042W	Two Hybrid	BIND	;11283351;
YGL198W	YGR172C	Two Hybrid	BIND	;11283351;
YGL213C	YBR059C	Two Hybrid	BIND	;11283351;
YGL213C	YBR073W	Two Hybrid	BIND	;11283351;
YGL213C	YCL026C-A	Two Hybrid	BIND	;11283351;
YGL225W	YIR038C	Two Hybrid	BIND	;11283351;
YGL236C	YIL057C	Two Hybrid	BIND	;11283351;
YGL236C	YPL179W	Two Hybrid	BIND	;11283351;
YGL245W	YHL020C	Two Hybrid	BIND	;11283351;
YGL249W	YEL069C	Two Hybrid	BIND	;11283351;
YGL263W	YJR020W	Two Hybrid	BIND	;11283351;
YGR003W	YLR297W	Two Hybrid	BIND	;11283351;
YGR004W	YLR324W	Two Hybrid	BIND	;11283351;
YGR004W	YPR028W	Two Hybrid	BIND	;11283351;
YGR010W	YNL218W	Two Hybrid	BIND	;11283351;
YGR013W	YIL009W	Two Hybrid	BIND	;11283351;
YGR013W	YKL012W	Two Hybrid	BIND	;11283351;
YGR016W	YLR135W	Two Hybrid	BIND	;11283351;
YGR023W	YLR460C	Two Hybrid	BIND	;11283351;
YGR026W	YLR324W	Two Hybrid	BIND	;11283351;
YGR033C	YLR135W	Two Hybrid	BIND	;11283351;
YGR035C	YOR031W	Two Hybrid	BIND	;11283351;
YGR035C	YOR118W	Two Hybrid	BIND	;11283351;
YGR040W	YPL049C	Two Hybrid	BIND	;11283351;
YGR041W	YGR041W	Two Hybrid	BIND	;11283351;
YGR041W	YPL251W	Two Hybrid	BIND	;11283351;
YGR045C	YOR271C	Two Hybrid	BIND	;11283351;
YGR048W	YHR039C-A	Two Hybrid	BIND	;11283351;
YGR052W	YJL086C	Two Hybrid	BIND	;11283351;
YGR052W	YPL060W	Two Hybrid	BIND	;11283351;
YGR054W	YDR366C	Two Hybrid	BIND	;11283351;
YGR056W	YDL044C	Two Hybrid	BIND	;11283351;
YGR058W	YOR097C	Two Hybrid	BIND	;11283351;
YGR065C	YJL199C	Two Hybrid	BIND	;11283351;
YGR066C	YDR259C	Two Hybrid	BIND	;11283351;
YGR066C	YLR386W	Two Hybrid	BIND	;11283351;
YGR068C	YER125W	Two Hybrid	BIND	;11283351;
YGR069W	YBL027W	Two Hybrid	BIND	;11283351;
YGR071C	YJL058C	Two Hybrid	BIND	;11283351;
YGR071C	YPL128C	Two Hybrid	BIND	;11283351;
YGR072W	YIL008W	Two Hybrid	BIND	;11283351;
YGR073C	YML119W	Two Hybrid	BIND	;11283351;
YGR079W	YNL081C	Two Hybrid	BIND	;11283351;
YGR079W	YNR012W	Two Hybrid	BIND	;11283351;
YGR082W	YDR373W	Two Hybrid	BIND	;11283351;
YGR084C	YGR251W	Two Hybrid	BIND	;11283351;
YGR086C	YKL142W	Two Hybrid	BIND	;11283351;
YGR092W	YIL106W	Two Hybrid	BIND	;11283351;
YGR092W	YKL061W	Two Hybrid	BIND	;11283351;
YGR092W	YLR424W	Two Hybrid	BIND	;11283351;
YGR097W	YGR097W	Two Hybrid	BIND	;11283351;
YGR097W	YMR159C	Two Hybrid	BIND	;11283351;
YGR101W	YJL213W	Two Hybrid	BIND	;11283351;
YGR105W	YFR018C	Two Hybrid	BIND	;11283351;
YGR108W	YPL124W	Two Hybrid	BIND	;11283351;
YGR113W	YDR016C	Two Hybrid	BIND	;11283351;
YGR113W	YGL079W	Two Hybrid	BIND	;11283351;
YGR113W	YIL144W	Two Hybrid	BIND	;11283351;
YGR113W	YJL064W	Two Hybrid	BIND	;11283351;
YGR113W	YKR037C	Two Hybrid	BIND	;11283351;
YGR113W	YLR329W	Two Hybrid	BIND	;11283351;
YGR113W	YLR423C	Two Hybrid	BIND	;11283351;
YGR113W	YLR424W	Two Hybrid	BIND	;11283351;
YGR113W	YPR045C	Two Hybrid	BIND	;11283351;
YGR113W	YPR046W	Two Hybrid	BIND	;11283351;
YGR113W	YPR049C	Two Hybrid	BIND	;11283351;
YGR118W	YKL180W	Two Hybrid	BIND	;11283351;
YGR119C	YDL065C	Two Hybrid	BIND	;11283351;
YGR119C	YDR416W	Two Hybrid	BIND	;11283351;
YGR119C	YEL043W	Two Hybrid	BIND	;11283351;
YGR119C	YGL170C	Two Hybrid	BIND	;11283351;
YGR119C	YGR120C	Two Hybrid	BIND	;11283351;
YGR119C	YKL061W	Two Hybrid	BIND	;11283351;
YGR119C	YKL103C	Two Hybrid	BIND	;11283351;
YGR119C	YLR423C	Two Hybrid	BIND	;11283351;
YGR119C	YMR139W	Two Hybrid	BIND	;11283351;
YGR119C	YMR294W	Two Hybrid	BIND	;11283351;
YGR119C	YPR046W	Two Hybrid	BIND	;11283351;
YGR119C	YPR083W	Two Hybrid	BIND	;11283351;
YGR121C	YEL017W	Two Hybrid	BIND	;11283351;
YGR121C	YIR038C	Two Hybrid	BIND	;11283351;
YGR123C	YER113C	Two Hybrid	BIND	;11283351;
YGR123C	YGL138C	Two Hybrid	BIND	;11283351;
YGR123C	YMR021C	Two Hybrid	BIND	;11283351;
YGR123C	YOR176W	Two Hybrid	BIND	;11283351;
YGR124W	YKL137W	Two Hybrid	BIND	;11283351;
YGR141W	YFL026W	Two Hybrid	BIND	;11283351;
YGR141W	YMR265C	Two Hybrid	BIND	;11283351;
YGR142W	YNL141W	Two Hybrid	BIND	;11283351;
YGR142W	YOR232W	Two Hybrid	BIND	;11283351;
YGR144W	YMR021C	Two Hybrid	BIND	;11283351;
